,,,,,," 47,648,547 ",," 4,650,651 "," 13,271,937 "," 36,736,746 "," 28,129,290 "," 5,777,613 "," 19,078,606 "," 14,630,240 "," 14,407,859 "," 16,707,719 "," 14,235,515 "," 37,181,152 "," 3,975,351 "," 10,154,358 "," 27,817,072 "," 20,287,608 "," 8,003,960 "," 21,580,925 "," 882,066 ", -   , -   ," 15,047,395 "," 25,664,832 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,,,,,,Populaton,, Previous Year's Clusters' PiN ,,,,,,,,,,, Current Clusters' PiN ,,,,,,,,,,,Absolute PiN Differences,,,,,,,,,,,% PiN Differences,,,,,,,,,,,,,,,,,,,,,,,,,
 Admin 1 , Admin 1 P-Code , Admin 2 , Admin 2 P-Code , Admin 3 , Admin 3 P-Code , Population , Population Group , Site Management - Old , Education Old , Food Security and Livlihoods Old , Health Old , Nutrition Old , Protection Old , CP Old  , GBV Old , Mine Action Old , Shelter NFI Old , WASH Old , Site Management - New , Education New , Food Security and Livlihoods New , Health New , Nutrition New , Protection New , CP New , GBV New , Mine Action New , Shelter NFI New , WASH New , PiN Difference for Site Management  , PiN Difference for Education , Food Security and Livlihoods , PiN Difference for Health  , PiN Difference for Nutrition , PiN Difference for Protection , PiN Difference CP , PiN Difference GBV  , PiN Difference for Mine Action  , PiN Difference for Shelter NFI ,PiN Difference for WASH,Site Management ,Education,Food Security and Livlihoods2,Health ,Nutrition,Protection,CP,GBV,Mine Action ,Shelter NFI ,WASH2,,,,,,,,,,,,,,,
South Kordofan,SD07,Abu Kershola,SD07104,,, -   , Refugees ,," 2,622 "," 5,040 "," 3,846 "," 1,069 "," 1,457 "," 1,420 ", 584 , -   , 66 ," 6,193 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Al Leri,SD07105,,," 1,699 ", Refugees ,," 8,017 "," 12,256 "," 14,698 "," 4,073 "," 5,567 "," 3,875 "," 4,233 "," 4,454 "," 2,918 "," 23,395 ", -   , -   , -   , -   , -   , -   ," 1,880 ",,, -   , -   ,,,,,,," -1,995 ",,,,,,-100%,-100%,-100%,-100%,-100%,-50%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,At Tadamon - SK,SD07106,,, 779 , Refugees ,," 1,006 "," 2,635 "," 1,843 ", 230 , 978 , 681 , 532 , 559 , 94 ," 2,220 ", -   , -   , -   , -   , -   , -   , 935 ,,, -   , -   ,,,,,,, 254 ,,,,,,-100%,-100%,-100%,-100%,-100%,40%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Delami,SD07107,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Ghadeer,SD07108,,," 12,520 ", Refugees ,, 969 ," 2,752 "," 1,077 ", 356 , 673 , 469 , 513 ," 1,346 "," 1,839 "," 2,762 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,Baw,SD08104,,, -   , Refugees ,," 3,933 "," 10,308 "," 4,370 "," 1,676 "," 3,824 "," 1,901 "," 2,077 "," 2,185 ", 542 ," 7,655 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,Ed Damazine,SD08105,,," 3,516 ", Refugees ,," 8,138 "," 23,105 "," 9,042 "," 3,698 "," 7,912 "," 5,507 "," 4,297 "," 4,521 "," 3,921 "," 17,684 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,Al Kurmuk,SD08106,,, -   , Refugees ,," 3,894 "," 9,355 "," 4,327 "," 1,905 "," 2,704 "," 2,635 "," 2,056 ", -   , 315 ," 9,937 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,Ar Rusayris,SD08107,,, -   , Refugees ,," 7,392 "," 19,372 "," 8,213 "," 2,926 "," 7,186 "," 5,001 "," 3,902 "," 4,106 "," 2,597 "," 22,487 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,At Tadamon - BN,SD08108,,, -   , Refugees ,," 1,720 "," 3,756 "," 1,911 ", 721 ," 1,672 "," 1,164 ", 909 , 955 ," 1,070 "," 3,342 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,Geisan,SD08109,,, -   , Refugees ,," 3,241 "," 5,069 "," 2,344 ", 985 ," 1,465 "," 1,020 ", 587 , -   , 441 ," 6,032 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Blue Nile,SD08,Wad Al Mahi,SD08110,,," 11,785 ", Refugees ,," 67,581 "," 118,078 "," 123,899 "," 22,668 "," 65,704 "," 45,730 "," 35,670 "," 37,545 "," 17,598 "," 129,609 ", -   , -   , -   , -   , -   , -   ," 13,076 ",,, -   , -   ,,,,,,," -32,654 ",,,,,,-100%,-100%,-100%,-100%,-100%,-70%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Ad Diwaim,SD09044,,, 9 , Refugees ,," 30,445 "," 53,193 "," 55,815 "," 5,130 "," 29,599 "," 14,715 "," 16,070 "," 16,914 "," 2,185 "," 86,670 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Um Rimta,SD09045,,, -   , Refugees ,," 41,490 "," 90,614 "," 46,100 "," 13,555 "," 40,338 "," 28,075 "," 21,900 "," 23,050 "," 64,824 "," 84,846 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Rabak,SD09046,,, -   , Refugees ,," 23,859 "," 46,897 "," 26,510 "," 7,116 "," 23,196 "," 11,532 "," 6,628 "," 13,255 "," 7,272 "," 37,882 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Kosti,SD09047,,," 55,741 ", Refugees ,," 35,451 "," 69,683 "," 39,390 "," 10,904 "," 34,467 "," 23,989 "," 9,849 "," 19,695 "," 8,031 "," 93,680 ", -   , -   , -   , -   , -   , -   ," 35,689 ",,, -   , -   ,,,,,,," 11,700 ",,,,,,-100%,-100%,-100%,-100%,-100%,50%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Tendalti,SD09048,,, 2 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Nile,SD09,As Salam / Ar Rawat,SD09049,,," 236,161 ", Refugees ,," 61,228 "," 173,838 "," 112,251 "," 16,773 "," 59,527 "," 41,431 "," 32,316 "," 34,016 "," 8,372 "," 47,834 ", -   , -   , -   , -   , -   , -   ," 259,529 ",,, -   , -   ,,,,,,," 218,098 ",,,,,,-100%,-100%,-100%,-100%,-100%,530%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Al Gitaina,SD09050,,, 2 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Nile,SD09,Aj Jabalain,SD09051,,," 140,397 ", Refugees ,," 35,458 "," 69,697 "," 65,007 "," 11,068 "," 34,473 "," 17,138 "," 9,850 ", -   ," 11,871 "," 91,152 ", -   , -   , -   , -   , -   , -   ," 154,497 ",,, -   , -   ,,,,,,," 137,359 ",,,,,,-100%,-100%,-100%,-100%,-100%,800%,,,-100%,-100%,,,,,,,,,,,,,,,
White Nile,SD09,Guli,SD09052,,, -   , Refugees ,," 13,460 "," 26,456 "," 14,955 "," 8,278 "," 9,347 "," 6,505 "," 3,739 ", -   ," 7,316 "," 39,988 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Dordieb,SD10063,,, -   , Refugees ,," 17,180 "," 18,760 "," 19,089 "," 8,213 "," 16,703 "," 11,625 "," 9,069 "," 9,544 "," 12,957 "," 23,566 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Port Sudan,SD10064,,," 17,672 ", Refugees ,," 38,856 "," 76,376 "," 43,174 "," 26,753 "," 26,984 "," 26,293 "," 10,794 ", -   , -   ," 159,743 ", -   , -   , -   , -   , -   , -   ," 20,648 ",,, -   , -   ,,,,,,," -5,645 ",,,,,,-100%,-100%,-100%,-100%,-100%,-20%,,,,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Tawkar,SD10065,,, 28 , Refugees ,," 5,903 "," 12,892 "," 6,559 "," 5,266 "," 4,099 "," 2,853 "," 1,640 ", -   , 231 ," 27,828 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Hala'ib,SD10066,,, -   , Refugees ,," 23,140 "," 50,537 "," 25,711 "," 12,843 "," 16,069 "," 11,184 "," 6,429 ", -   ," 31,882 "," 71,148 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Jubayt Elma'aadin,SD10067,,, -   , Refugees ,," 5,735 "," 15,655 "," 19,912 "," 5,845 "," 12,445 "," 12,126 "," 4,979 ", -   ," 1,511 "," 65,731 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Sawakin,SD10068,,, 986 , Refugees ,," 27,372 "," 59,780 "," 50,182 "," 14,859 "," 19,008 "," 13,230 "," 7,604 ", -   ," 5,167 "," 76,110 ", -   , -   , -   , -   , -   , -   ," 1,091 ",,, -   , -   ,,,,,,," -12,139 ",,,,,,-100%,-100%,-100%,-100%,-100%,-90%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Al Ganab,SD10069,,, -   , Refugees ,," 63,189 "," 96,602 "," 115,846 "," 42,859 "," 43,881 "," 30,541 "," 17,553 ", -   ," 26,640 "," 189,196 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Haya,SD10070,,, -   , Refugees ,," 39,859 "," 78,347 "," 73,076 "," 24,656 "," 27,680 "," 26,971 "," 11,073 ", -   , -   ," 113,380 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Sinkat,SD10071,,, 67 , Refugees ,," 18,477 "," 44,388 "," 20,530 "," 9,626 "," 12,831 "," 8,930 "," 5,133 ", -   ," 21,757 "," 73,484 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Red Sea,SD10,Agig,SD10072,,, -   , Refugees ,," 44,468 "," 87,406 "," 49,409 "," 9,300 "," 43,233 "," 30,090 "," 23,471 ", -   ," 16,302 "," 81,034 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Halfa Aj Jadeedah,SD11052,,," 1,211 ", Refugees ,," 43,627 "," 85,753 "," 48,475 "," 22,954 "," 42,415 "," 29,521 "," 12,119 "," 24,237 "," 22,792 "," 169,169 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Madeinat Kassala,SD11053,,," 19,551 ", Refugees ,," 21,136 "," 36,929 "," 23,485 "," 12,000 "," 14,678 "," 10,216 "," 5,872 ", -   ," 5,259 "," 61,871 ", -   , -   , -   , -   , -   , -   ," 5,900 ",,, -   , -   ,,,,,,," -4,316 ",,,,,,-100%,-100%,-100%,-100%,-100%,-40%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Gharb Kassala,SD11054,,, -   , Refugees ,," 25,159 "," 54,947 "," 27,954 "," 18,437 "," 17,471 "," 17,025 "," 6,989 ", -   ," 2,233 "," 103,431 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Aroma,SD11055,,, 10 , Refugees ,," 36,779 "," 80,325 "," 40,866 "," 20,016 "," 25,541 "," 17,777 "," 10,218 ", -   ," 26,783 "," 96,393 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Kassla,SD11056,,," 3,390 ", Refugees ,," 21,515 "," 51,687 "," 23,906 "," 11,483 "," 14,941 "," 14,558 "," 5,978 ", -   , -   ," 62,017 ", -   , -   , -   , -   , -   , -   ," 20,404 ",,, -   , -   ,,,,,,," 5,846 ",,,,,,-100%,-100%,-100%,-100%,-100%,40%,,,,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,,, -   , Refugees ,," 48,192 "," 146,861 "," 102,734 "," 40,248 "," 38,915 "," 37,919 "," 29,577 ", -   ," 7,208 "," 167,442 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Hamashkureib,SD11058,,, -   , Refugees ,," 62,190 "," 135,823 "," 69,100 "," 43,829 "," 43,188 "," 42,082 "," 32,825 ", -   , -   ," 159,720 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Telkok,SD11059,,, -   , Refugees ,," 17,858 "," 35,101 "," 19,842 "," 12,827 "," 12,401 "," 12,084 "," 4,962 "," 9,921 ", 729 ," 41,833 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Khashm Elgirba,SD11060,,," 18,530 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 18,235 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Wad Elhilaiw,SD11061,,," 86,947 ", Refugees ,," 35,843 "," 62,625 "," 39,826 "," 7,721 "," 24,891 "," 24,254 "," 18,918 ", -   ," 37,375 "," 108,127 ", -   , -   , -   , -   , -   , -   ," 71,935 ",,, -   , -   ,,,,,,," 47,681 ",,,,,,-100%,-100%,-100%,-100%,-100%,200%,,,-100%,-100%,,,,,,,,,,,,,,,
Kassala,SD11,Reifi Nahr Atbara,SD11062,,, -   , Refugees ,," 13,049 "," 36,773 "," 23,385 "," 8,398 "," 20,462 "," 14,242 "," 5,848 "," 11,693 ", -   ," 86,525 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Al Butanah,SD12073,,, -   , Refugees ,," 48,774 "," 74,565 "," 54,193 "," 26,944 "," 33,871 "," 33,004 "," 13,549 "," 27,096 ", -   ," 130,233 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Al Fao,SD12074,,, 6 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gedaref,SD12,Al Fashaga,SD12075,,," 16,266 ", Refugees ,," 19,315 "," 37,966 "," 35,412 "," 8,867 "," 13,414 "," 13,070 "," 5,367 ", -   ," 2,308 "," 42,350 ", -   , -   , -   , -   , -   , -   ," 21,132 ",,, -   , -   ,,,,,,," 8,062 ",,,,,,-100%,-100%,-100%,-100%,-100%,60%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Al Qureisha,SD12076,,, -   , Refugees ,," 5,847 "," 11,492 "," 6,496 "," 2,847 "," 5,684 "," 3,956 "," 3,088 "," 3,248 "," 5,100 "," 16,721 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Basundah,SD12077,,," 1,433 ", Refugees ,," 28,546 "," 56,109 "," 52,334 "," 14,289 "," 27,753 "," 19,316 "," 15,067 "," 15,859 "," 1,224 "," 110,889 ", -   , -   , -   , -   , -   , -   ," 2,513 ",,, -   , -   ,,,,,,," -16,803 ",,,,,,-100%,-100%,-100%,-100%,-100%,-90%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,,, -   , Refugees ,," 20,968 "," 36,635 "," 23,297 "," 3,320 "," 20,385 "," 14,188 "," 5,825 ", -   ," 13,458 "," 57,065 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Gala'a Al Nahal,SD12079,,, -   , Refugees ,," 71,282 "," 124,543 "," 79,202 "," 45,408 "," 69,302 "," 48,234 "," 37,623 "," 39,601 "," 8,941 "," 141,955 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Madeinat Al Gedaref,SD12080,,, 2 , Refugees ,," 31,946 "," 55,815 "," 35,495 "," 11,464 "," 31,058 "," 21,617 "," 8,875 ", -   ," 13,782 "," 59,779 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Wasat Al Gedaref,SD12081,,," 6,590 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 4,142 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gedaref,SD12,Al Mafaza,SD12082,,," 22,846 ", Refugees ,," 24,379 "," 42,594 "," 27,087 "," 10,441 "," 23,701 "," 16,496 "," 12,869 ", -   , -   ," 59,414 ", -   , -   , -   , -   , -   , -   ," 22,913 ",,, -   , -   ,,,,,,," 6,417 ",,,,,,-100%,-100%,-100%,-100%,-100%,40%,,,,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,,," 17,030 ", Refugees ,," 36,575 "," 55,915 "," 40,639 "," 7,115 "," 35,559 "," 24,749 "," 19,304 ", -   ," 4,948 "," 88,614 ", -   , -   , -   , -   , -   , -   ," 18,700 ",,, -   , -   ,,,,,,," -6,049 ",,,,,,-100%,-100%,-100%,-100%,-100%,-20%,,,-100%,-100%,,,,,,,,,,,,,,,
Gedaref,SD12,Ar Rahad,SD12084,,, -   , Refugees ,," 93,847 "," 204,962 "," 172,053 "," 32,032 "," 91,240 "," 63,503 "," 49,533 "," 52,137 "," 3,043 "," 242,422 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Um Rawaba,SD13023,,, 971 , Refugees ,," 140,800 "," 369,007 "," 258,133 "," 46,635 "," 136,889 "," 95,274 "," 74,313 "," 195,556 "," 78,126 "," 230,193 ", -   , -   , -   , -   , -   , -   , 836 ,,, -   , -   ,,,,,,," -94,438 ",,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Sheikan,SD13024,,," 10,973 ", Refugees ,," 75,350 "," 148,107 "," 83,722 "," 25,275 "," 52,326 "," 36,419 "," 39,770 "," 41,861 ", -   ," 218,045 ", -   , -   , -   , -   , -   , -   ," 12,361 ",,, -   , -   ,,,,,,," -24,058 ",,,,,,-100%,-100%,-100%,-100%,-100%,-70%,,,,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Soudari,SD13025,,, -   , Refugees ,," 48,758 "," 117,135 "," 89,389 "," 17,811 "," 47,403 "," 32,992 "," 25,735 "," 27,088 "," 3,499 "," 129,657 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Bara,SD13026,,, -   , Refugees ,," 61,705 "," 121,288 "," 113,127 "," 20,576 "," 42,851 "," 41,754 "," 32,569 "," 34,281 ", -   ," 163,412 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,,, -   , Refugees ,," 37,749 "," 90,687 "," 69,206 "," 16,014 "," 26,215 "," 18,245 "," 19,925 "," 20,972 "," 2,690 "," 105,561 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,,, -   , Refugees ,," 50,538 "," 121,412 "," 92,653 "," 22,839 "," 35,096 "," 24,427 "," 26,675 ", -   ," 6,957 "," 105,748 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Gharb Bara,SD13029,,, -   , Refugees ,," 35,567 "," 77,678 "," 98,798 "," 13,875 "," 34,579 "," 24,067 "," 37,544 ", -   ," 12,583 "," 88,283 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Kordofan,SD13,Ar Rahad,SD13030,,," 1,193 ", Refugees ,," 27,384 "," 53,825 "," 30,426 "," 9,316 "," 26,623 "," 18,530 "," 14,453 "," 15,213 "," 6,927 "," 112,149 ", -   , -   , -   , -   , -   , -   ," 1,320 ",,, -   , -   ,,,,,,," -17,210 ",,,,,,-100%,-100%,-100%,-100%,-100%,-90%,,,-100%,-100%,,,,,,,,,,,,,,,
Sennar,SD14,Abu Hujar,SD14037,,, -   , Refugees ,," 49,236 "," 150,542 "," 90,265 "," 14,206 "," 47,868 "," 33,316 "," 25,986 "," 68,383 "," 49,818 "," 65,591 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Sennar,SD14,Sennar,SD14038,,, 27 , Refugees ,," 6,554 "," 18,833 "," 15,810 "," 3,635 "," 8,384 "," 5,835 "," 4,553 "," 4,791 "," 4,363 "," 24,545 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Sennar,SD14,Ad Dali,SD14039,,, -   , Refugees ,," 41,192 "," 107,956 "," 45,769 "," 14,191 "," 40,048 "," 27,874 "," 21,742 "," 22,885 "," 20,840 "," 108,424 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Sennar,SD14,Ad Dinder,SD14040,,," 2,916 ", Refugees ,," 46,056 "," 110,644 "," 51,173 "," 20,340 "," 44,776 "," 31,164 "," 24,308 "," 25,587 "," 23,301 "," 84,796 ", -   , -   , -   , -   , -   , -   ," 2,141 ",,, -   , -   ,,,,,,," -29,023 ",,,,,,-100%,-100%,-100%,-100%,-100%,-90%,,,-100%,-100%,,,,,,,,,,,,,,,
Sennar,SD14,As Suki,SD14041,,, -   , Refugees ,," 41,392 "," 130,843 "," 99,850 "," 25,878 "," 52,951 "," 36,853 "," 28,747 "," 30,258 "," 27,554 "," 194,283 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Sennar,SD14,Sharg Sennar,SD14042,,, -   , Refugees ,," 29,907 "," 71,848 "," 33,230 "," 9,101 "," 29,076 "," 20,237 "," 15,786 "," 16,615 "," 15,130 "," 44,655 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
